X,Y,Z,Normal_X,Normal_Y,Normal_Z,Feed_Rate,Is_Rapid
6.900808,23.224380,-23.630839,0.136616,0.990068,0.033200,50.00,False
6.934470,23.218236,-26.595834,0.143348,0.988839,-0.040608,50.00,False
6.984398,22.872102,-29.660397,0.153334,0.979002,-0.134329,50.00,False
6.978449,22.451889,-32.889266,0.152144,0.953298,-0.260911,50.00,False
6.952848,21.833275,-36.087101,0.147024,0.912691,-0.381287,50.00,False
6.979573,19.801072,-39.465612,0.152369,0.829191,-0.537798,50.00,False
7.047878,19.164570,-42.082823,0.166030,0.823783,-0.542048,50.00,False
7.046323,17.265310,-44.264905,0.165719,0.872700,-0.459273,50.00,False
7.030942,16.772763,-46.502245,0.162643,0.907388,-0.387550,50.00,False
6.940059,15.050152,-49.171833,0.144466,0.904049,-0.402276,50.00,False
6.764350,14.588512,-51.670901,0.109324,0.917299,-0.382898,50.00,False
6.762235,13.781796,-54.087088,0.108901,0.931542,-0.346944,50.00,False
6.883321,12.418436,-56.456473,0.133119,0.944086,-0.301629,50.00,False
7.262772,11.105943,-59.466116,0.209009,0.899210,-0.384366,50.00,False
7.200885,10.925436,-62.466077,0.196631,0.863108,-0.465167,50.00,False
8.128751,9.500806,-65.958349,0.382205,0.662291,-0.644430,50.00,False
8.409577,8.111702,-69.217150,0.438370,0.451780,-0.776999,50.00,False
8.691954,6.689452,-71.886154,0.494845,0.358448,-0.791608,50.00,False
8.716289,6.612960,-74.500679,0.499712,0.343149,-0.795322,50.00,False
8.935564,6.297114,-77.076497,0.543567,0.279980,-0.791294,50.00,False
8.936302,6.087596,-79.714932,0.543715,0.254384,-0.799789,50.00,False
9.101924,5.975785,-82.189987,0.576839,0.256296,-0.775609,50.00,False
9.154875,5.412344,-84.778349,0.587429,0.236033,-0.774090,50.00,False
9.223568,5.127765,-87.397809,0.601168,0.179118,-0.778790,50.00,False
9.200258,5.233801,-89.985851,0.596506,0.200325,-0.777207,50.00,False
13.143127,5.178293,-90.042772,0.585080,0.189223,-0.788591,200.00,True
13.143127,5.178293,-90.042772,0.585080,0.189223,-0.788591,50.00,False
13.130932,5.238183,-87.441014,0.582641,0.201201,-0.787431,50.00,False
13.054874,5.710196,-84.897710,0.567429,0.203178,-0.797962,50.00,False
13.026395,5.908047,-82.323129,0.561733,0.202167,-0.802237,50.00,False
13.018132,5.891393,-79.737099,0.560081,0.198836,-0.804223,50.00,False
12.980428,6.084506,-77.114753,0.552540,0.237459,-0.798945,50.00,False
12.934446,6.221846,-74.507134,0.543344,0.264927,-0.796613,50.00,False
12.955731,6.212040,-71.899835,0.547601,0.262965,-0.794344,50.00,False
13.046406,7.245081,-69.212896,0.565736,0.278455,-0.776148,50.00,False
12.680071,9.104120,-65.967449,0.492469,0.582954,-0.646250,50.00,False
11.922731,10.604122,-62.438406,0.341001,0.820034,-0.459633,50.00,False
11.942806,10.878728,-59.493943,0.345016,0.853767,-0.389932,50.00,False
11.482669,11.607703,-56.692374,0.252988,0.902402,-0.348810,50.00,False
11.257990,13.167300,-54.016645,0.208052,0.919740,-0.332855,50.00,False
11.020637,13.708894,-51.582575,0.160582,0.916962,-0.365233,50.00,False
11.047319,15.099803,-48.965136,0.165918,0.917712,-0.360936,50.00,False
11.158485,15.567365,-46.148843,0.188151,0.929620,-0.316869,50.00,False
11.295829,16.286035,-44.258584,0.215620,0.862401,-0.458009,50.00,False
11.323741,16.673036,-42.095496,0.221203,0.809011,-0.544583,50.00,False
11.166204,19.028072,-39.847551,0.189695,0.766024,-0.614185,50.00,False
11.257439,20.925559,-35.812290,0.207942,0.922102,-0.326325,50.00,False
11.127248,22.007027,-32.759858,0.181904,0.954815,-0.235030,50.00,False
10.999876,22.247262,-29.940425,0.156430,0.969176,-0.190335,50.00,False
10.900106,22.756052,-26.415170,0.136475,0.990633,-0.004475,50.00,False
10.848419,22.832657,-23.642225,0.126138,0.991531,0.030922,50.00,False
10.774148,23.142335,-20.789864,0.111284,0.990383,0.082203,50.00,False
10.752276,22.691756,-18.151107,0.106910,0.990117,0.090763,50.00,False
10.554922,22.387792,-15.777814,0.067439,0.996652,0.046230,50.00,False
10.531129,22.641360,-13.551855,0.062680,0.997647,-0.027770,50.00,False
10.652426,22.822202,-11.751621,0.086939,0.978522,-0.186914,50.00,False
10.668858,23.218351,-9.203881,0.090226,0.976332,-0.196558,50.00,False
10.692927,23.508701,-6.673946,0.095040,0.973122,-0.209762,50.00,False
10.768978,23.585954,-3.543185,0.110250,0.988573,-0.102802,50.00,False
10.615211,23.626998,-0.381687,0.079497,0.996782,0.010306,50.00,False
10.631958,23.617777,2.447161,0.082846,0.994938,0.056884,50.00,False
10.661277,23.570821,5.480308,0.088710,0.985546,0.144323,50.00,False
10.641424,23.584642,7.988321,0.084739,0.988311,0.126734,50.00,False
10.594092,23.204823,10.310788,0.075273,0.994558,0.072035,50.00,False
10.558171,22.916155,12.530228,0.068088,0.997674,-0.003268,50.00,False
10.553736,22.801768,14.914482,0.067202,0.996696,-0.045609,50.00,False
10.543102,22.804060,17.548242,0.065075,0.997155,-0.038048,50.00,False
10.535119,22.799709,20.625453,0.063478,0.996285,0.058203,50.00,False
10.528623,22.675198,23.759370,0.062179,0.984198,0.165794,50.00,False
10.695529,22.276843,26.937933,0.095560,0.954550,0.282316,50.00,False
10.669123,21.395041,29.639968,0.090279,0.948535,0.303531,50.00,False
10.677964,20.337242,32.447529,0.092047,0.933763,0.345852,50.00,False
10.871293,19.476279,35.128821,0.130713,0.922607,0.362919,50.00,False
10.933703,17.563917,37.778003,0.143195,0.916485,0.373564,50.00,False
10.942565,16.350320,40.330393,0.144967,0.919711,0.364850,50.00,False
10.971391,15.388615,43.461730,0.150732,0.868657,0.471926,50.00,False
10.907560,13.060981,46.702482,0.137966,0.787339,0.600885,50.00,False
10.947026,12.205444,49.523773,0.145859,0.749314,0.645952,50.00,False
11.183623,11.621053,52.640662,0.193179,0.632436,0.750138,50.00,False
11.177884,11.527816,55.314728,0.192031,0.613788,0.765760,50.00,False
11.082475,10.361665,58.138471,0.172949,0.558439,0.811317,50.00,False
11.003672,9.568737,60.933420,0.157189,0.500894,0.851115,50.00,False
11.085504,9.217467,63.541450,0.173555,0.491290,0.853530,50.00,False
10.860765,8.580653,66.482289,0.128607,0.363927,0.922506,50.00,False
11.064364,8.239370,69.166534,0.169327,0.295671,0.940163,50.00,False
11.175928,7.573195,71.813004,0.191640,0.245497,0.950266,50.00,False
15.152188,7.997804,71.749951,0.186892,0.293043,0.937655,200.00,True
15.152188,7.997804,71.749951,0.186892,0.293043,0.937655,50.00,False
15.094669,8.491969,69.052301,0.175388,0.357448,0.917317,50.00,False
15.148397,9.021505,66.201781,0.186134,0.463355,0.866404,50.00,False
15.137886,9.099222,63.565621,0.184032,0.478899,0.858364,50.00,False
15.239057,10.330096,60.719608,0.204266,0.552125,0.808353,50.00,False
15.251007,10.394212,58.076031,0.206656,0.564948,0.798829,50.00,False
15.164652,11.277494,55.284055,0.189385,0.622176,0.759625,50.00,False
15.123424,11.610444,52.664535,0.181139,0.630314,0.754912,50.00,False
14.999819,12.681920,49.719154,0.156418,0.711527,0.685028,50.00,False
14.704827,13.467137,46.646453,0.097420,0.801741,0.589679,50.00,False
14.740291,14.434941,43.701507,0.104512,0.847821,0.519881,50.00,False
14.818252,15.887354,40.622490,0.120105,0.898008,0.423269,50.00,False
14.822324,16.874309,37.941478,0.120919,0.905722,0.406258,50.00,False
14.743329,17.963913,35.228692,0.105120,0.917792,0.382893,50.00,False
14.673458,19.924832,32.588982,0.091146,0.922881,0.374142,50.00,False
14.676311,20.718844,29.743549,0.091717,0.941516,0.324247,50.00,False
14.726067,22.145934,26.884110,0.101668,0.957039,0.271551,50.00,False
14.745134,22.337972,24.094634,0.105481,0.966776,0.232847,50.00,False
14.773186,22.447776,20.835896,0.111091,0.988737,0.100291,50.00,False
14.636709,22.485574,17.642091,0.083796,0.996296,-0.019278,50.00,False
14.568582,22.488242,14.955033,0.070171,0.996830,-0.037498,50.00,False
14.610780,22.710055,12.550276,0.078610,0.996905,0.000742,50.00,False
14.460499,22.874920,10.338906,0.048554,0.995797,0.077659,50.00,False
14.513690,22.896714,7.825983,0.059192,0.993786,0.094266,50.00,False
14.646310,23.586575,5.373726,0.085716,0.988697,0.123006,50.00,False
14.603727,23.613624,2.543246,0.077200,0.994107,0.076102,50.00,False
14.657146,23.623299,-0.499721,0.087883,0.996042,-0.013300,50.00,False
14.864283,23.578568,-3.501421,0.129311,0.987096,-0.094449,50.00,False
14.694343,22.826460,-6.515944,0.095323,0.979373,-0.178162,50.00,False
14.665566,22.819838,-9.161815,0.089568,0.978049,-0.188145,50.00,False
14.629125,22.681789,-11.670624,0.082279,0.981879,-0.170715,50.00,False
14.541869,21.992285,-13.849551,0.064828,0.994070,-0.087309,50.00,False
14.650681,22.024551,-15.740793,0.086591,0.994799,0.053634,50.00,False
14.866069,22.250725,-18.123265,0.129668,0.986867,0.096331,50.00,False
14.991336,22.252661,-21.014433,0.154722,0.987254,0.037289,50.00,False
14.971319,22.258805,-23.728786,0.150718,0.988483,0.013610,50.00,False
15.011853,22.078595,-26.629558,0.158825,0.986171,-0.047353,50.00,False
14.855159,21.664432,-29.819394,0.127486,0.977829,-0.166129,50.00,False
14.907317,20.844247,-33.430482,0.137918,0.919078,-0.369155,50.00,False
15.040061,19.565049,-36.472445,0.164467,0.873419,-0.458356,50.00,False
15.263591,18.081174,-39.681951,0.209172,0.786518,-0.581065,50.00,False
15.344832,16.622113,-42.161227,0.225421,0.798826,-0.557729,50.00,False
15.185871,15.018497,-43.904345,0.193629,0.901451,-0.387161,50.00,False
15.267533,15.049662,-45.984541,0.209961,0.935551,-0.284009,50.00,False
15.211023,13.468866,-49.015573,0.198659,0.907125,-0.371024,50.00,False
15.671299,12.566015,-52.110996,0.290714,0.832900,-0.470917,50.00,False
16.037254,11.863427,-54.931373,0.363905,0.775579,-0.515801,50.00,False
16.359576,10.685076,-57.692196,0.428370,0.717876,-0.548774,50.00,False
17.008809,9.899776,-59.927190,0.558216,0.679165,-0.476581,50.00,False
17.371566,8.705372,-63.067068,0.630768,0.509391,-0.585365,50.00,False
17.366428,8.097199,-66.101731,0.629740,0.387757,-0.673107,50.00,False
17.126511,7.324856,-69.174208,0.581757,0.266655,-0.768410,50.00,False
17.070200,6.140393,-71.841924,0.570494,0.248636,-0.782762,50.00,False
17.060788,6.167053,-74.436170,0.568612,0.253968,-0.782420,50.00,False
16.931617,6.178412,-77.119195,0.542778,0.256240,-0.799833,50.00,False
16.987371,5.891733,-79.758264,0.553929,0.198904,-0.808456,50.00,False
16.999492,5.892433,-82.345717,0.556353,0.199044,-0.806755,50.00,False
17.031606,5.907063,-84.915680,0.562776,0.201970,-0.801556,50.00,False
17.026395,5.705141,-87.515044,0.561733,0.202167,-0.802237,50.00,False
17.054874,5.710196,-90.089625,0.567429,0.203178,-0.797962,50.00,False
21.053378,5.623810,-90.111688,0.567130,0.185901,-0.802374,200.00,True
21.053378,5.623810,-90.111688,0.567130,0.185901,-0.802374,50.00,False
20.980456,5.908720,-87.546653,0.552546,0.202301,-0.808559,50.00,False
21.034367,5.825638,-84.933391,0.563328,0.185685,-0.805098,50.00,False
21.044241,5.858502,-82.322772,0.565303,0.192258,-0.802166,50.00,False
21.157362,5.801558,-79.658157,0.587927,0.180869,-0.788434,50.00,False
21.207634,5.961230,-76.983749,0.597981,0.212803,-0.772744,50.00,False
21.233541,6.058708,-74.339278,0.603163,0.232299,-0.763041,50.00,False
21.273552,6.102017,-71.719838,0.611165,0.226695,-0.758345,50.00,False
21.595955,7.218376,-68.785796,0.675645,0.257679,-0.690728,50.00,False
21.777592,7.528172,-65.957903,0.711973,0.279141,-0.644341,50.00,False
21.719430,7.726437,-63.333569,0.700340,0.318794,-0.638666,50.00,False
21.702014,7.410831,-60.894736,0.696857,0.255673,-0.670091,50.00,False
21.327427,9.242612,-58.222546,0.621940,0.429384,-0.654844,50.00,False
20.777464,10.405252,-55.671324,0.511947,0.545244,-0.663791,50.00,False
20.072141,11.500314,-52.790792,0.370882,0.702956,-0.606876,50.00,False
19.910728,13.101465,-49.203788,0.338600,0.847550,-0.408667,50.00,False
19.546511,13.489112,-46.138780,0.265757,0.911174,-0.314857,50.00,False
19.670965,14.100528,-43.631324,0.290647,0.897179,-0.332557,50.00,False
19.500309,14.674318,-41.776950,0.256516,0.838427,-0.480874,50.00,False
19.183058,16.839948,-39.672484,0.193066,0.792013,-0.579172,50.00,False
18.833838,18.531219,-36.507238,0.123222,0.876527,-0.465314,50.00,False
18.915993,19.816176,-33.679462,0.139653,0.897205,-0.418951,50.00,False
18.944999,21.043856,-29.925994,0.145454,0.971445,-0.187449,50.00,False
18.956020,21.438374,-26.813159,0.147658,0.985459,-0.084073,50.00,False
18.832642,21.473110,-23.784634,0.122983,0.992406,0.002440,50.00,False
18.914699,21.572925,-20.816895,0.139394,0.987255,0.076797,50.00,False
18.927998,21.979397,-18.155435,0.142054,0.985768,0.089897,50.00,False
18.937494,21.581162,-16.109994,0.143953,0.989378,-0.020206,50.00,False
18.591506,21.579973,-14.005317,0.074756,0.990141,-0.118462,50.00,False
18.584142,21.956680,-11.534026,0.073283,0.986949,-0.143395,50.00,False
18.662722,22.668670,-9.131290,0.088999,0.979255,-0.182040,50.00,False
18.671659,22.659441,-6.579451,0.090786,0.977409,-0.190863,50.00,False
18.751265,22.861931,-3.651589,0.106707,0.986467,-0.124482,50.00,False
18.604188,22.910463,-0.637176,0.077292,0.996174,-0.040791,50.00,False
18.675195,22.805378,2.496252,0.091493,0.993569,0.066703,50.00,False
18.623992,22.828816,5.316958,0.081253,0.990420,0.111652,50.00,False
18.581545,22.842710,7.809124,0.072763,0.993199,0.090894,50.00,False
18.552527,22.708014,10.201126,0.066960,0.996497,0.050103,50.00,False
18.516691,22.402184,12.479039,0.059792,0.998119,-0.013506,50.00,False
18.552139,22.346623,14.971869,0.066882,0.997177,-0.034131,50.00,False
18.555225,22.348955,17.676915,0.067499,0.997643,-0.012314,50.00,False
18.610924,22.345123,20.370562,0.078639,0.996877,0.007224,50.00,False
18.703342,22.197435,24.101100,0.097123,0.967339,0.234140,50.00,False
18.618724,21.777144,26.839080,0.080199,0.961581,0.262545,50.00,False
18.619615,20.733986,29.714290,0.080377,0.944544,0.318395,50.00,False
18.558463,19.546173,32.588087,0.068147,0.924936,0.373963,50.00,False
18.570478,17.952460,35.294627,0.070550,0.915502,0.396080,50.00,False
18.811712,16.486108,38.028965,0.118797,0.897952,0.423756,50.00,False
18.942622,15.617480,40.668169,0.144979,0.889948,0.432405,50.00,False
18.893463,14.365974,43.776671,0.135147,0.834028,0.534914,50.00,False
18.935361,13.302515,46.813831,0.143527,0.768816,0.623155,50.00,False
19.003576,12.720272,49.677996,0.157170,0.719197,0.676796,50.00,False
19.067818,11.450637,52.637147,0.170018,0.639876,0.749435,50.00,False
19.249566,10.704470,55.491258,0.206367,0.561877,0.801066,50.00,False
19.395851,9.530531,58.303785,0.235624,0.481149,0.844380,50.00,False
19.505241,9.431741,60.922874,0.257502,0.461391,0.849006,50.00,False
19.534558,9.040478,63.494020,0.263366,0.467150,0.844043,50.00,False
19.435074,8.780081,66.252793,0.243469,0.415071,0.876607,50.00,False
19.406840,8.244840,69.024406,0.237822,0.334925,0.911738,50.00,False
19.295842,7.705240,71.810294,0.215623,0.227005,0.949724,50.00,False
23.753462,7.764191,71.667751,0.307147,0.238795,0.921215,200.00,True
23.753462,7.764191,71.667751,0.307147,0.238795,0.921215,50.00,False
23.823703,7.732443,69.055932,0.321195,0.232446,0.918043,50.00,False
23.910094,7.995199,66.353655,0.338473,0.284997,0.896779,50.00,False
23.841029,8.769495,63.707743,0.324660,0.328942,0.886788,50.00,False
23.851453,9.000969,61.014997,0.326745,0.375237,0.867430,50.00,False
23.429131,10.830086,58.190676,0.242281,0.515766,0.821758,50.00,False
23.259060,10.992442,55.535811,0.208266,0.548237,0.809976,50.00,False
23.004304,11.465383,52.638398,0.157315,0.642825,0.749685,50.00,False
22.986651,12.422262,49.779702,0.153784,0.700250,0.697137,50.00,False
22.979839,12.597062,47.000458,0.152422,0.735210,0.660480,50.00,False
22.986128,13.822530,44.122746,0.153680,0.781927,0.604129,50.00,False
22.946772,14.239657,40.948766,0.145809,0.860281,0.488525,50.00,False
22.833887,15.764356,38.210264,0.123232,0.879318,0.460016,50.00,False
22.564605,18.322731,35.367782,0.069375,0.909122,0.410711,50.00,False
22.602381,19.362278,32.562150,0.076931,0.926329,0.368776,50.00,False
22.606219,20.504228,29.583998,0.077698,0.953154,0.292337,50.00,False
22.616175,21.304663,26.749981,0.079689,0.966312,0.244725,50.00,False
22.651418,21.381770,24.002922,0.086738,0.972864,0.214505,50.00,False
22.312633,21.947430,20.881103,0.018981,0.993824,0.109332,50.00,False
22.402929,21.974171,17.822582,0.037040,0.999172,0.016820,50.00,False
22.502740,22.010625,14.997770,0.057002,0.997954,-0.028951,50.00,False
22.485355,22.129689,12.506658,0.053525,0.998535,-0.007982,50.00,False
22.485467,22.405969,10.094078,0.053548,0.998153,0.028693,50.00,False
22.645031,22.669574,7.687193,0.085460,0.994119,0.066508,50.00,False
22.657029,22.659241,5.209035,0.087860,0.992053,0.090068,50.00,False
22.780757,22.689214,2.374484,0.112606,0.992737,0.042349,50.00,False
22.745231,22.670362,-0.517344,0.105501,0.994277,-0.016825,50.00,False
22.614559,22.654341,-3.564811,0.079366,0.991073,-0.107127,50.00,False
22.647590,22.613517,-6.439092,0.085972,0.982908,-0.162792,50.00,False
22.596684,22.620417,-9.018483,0.075791,0.984288,-0.159478,50.00,False
22.577994,21.858305,-11.495038,0.072053,0.988140,-0.135598,50.00,False
22.571003,21.581438,-14.005650,0.070655,0.990434,-0.118529,50.00,False
22.620713,21.151833,-16.034464,0.080597,0.996734,-0.005100,50.00,False
22.656704,21.481460,-18.284569,0.087795,0.994076,0.064071,50.00,False
22.824478,20.971907,-20.821355,0.121350,0.989703,0.075905,50.00,False
22.940866,20.938630,-23.789741,0.144628,0.989485,0.001419,50.00,False
22.984515,20.594295,-26.880845,0.153357,0.983338,-0.097610,50.00,False
23.202354,20.132882,-30.198741,0.196925,0.950083,-0.241998,50.00,False
23.223886,19.095844,-33.083808,0.201231,0.932531,-0.299820,50.00,False
23.149551,16.787525,-37.157582,0.186364,0.781529,-0.595383,50.00,False
23.348842,15.295671,-39.774223,0.226223,0.767723,-0.599520,50.00,False
23.485691,14.571743,-41.834472,0.253593,0.832619,-0.492378,50.00,False
23.681044,12.801615,-43.442933,0.292663,0.909612,-0.294879,50.00,False
23.878628,12.429510,-46.756024,0.332180,0.835191,-0.438305,50.00,False
23.933804,11.190755,-50.278605,0.343215,0.702345,-0.623630,50.00,False
24.293186,10.709309,-53.149033,0.415092,0.606056,-0.678524,50.00,False
24.615213,10.127181,-55.928423,0.479497,0.508484,-0.715211,50.00,False
25.388104,7.923273,-58.667588,0.634075,0.211264,-0.743852,50.00,False
25.261177,7.544142,-61.299353,0.608690,0.255881,-0.751014,50.00,False
25.719433,7.066911,-63.584784,0.700341,0.186889,-0.688909,50.00,False
25.843833,7.145146,-66.021116,0.725221,0.205979,-0.656983,50.00,False
25.875234,7.356500,-68.507365,0.731501,0.248250,-0.635042,50.00,False
25.694704,6.134109,-71.326950,0.695395,0.233114,-0.679767,50.00,False
25.524935,5.967013,-74.138685,0.661441,0.199695,-0.722923,50.00,False
25.300769,5.910428,-76.923745,0.616608,0.202643,-0.760743,50.00,False
25.207170,5.802451,-79.620314,0.597888,0.181048,-0.780866,50.00,False
25.207170,5.802451,-82.216272,0.597888,0.181048,-0.780866,50.00,False
25.171422,5.772067,-84.846216,0.590739,0.174971,-0.787663,50.00,False
25.046284,5.854412,-87.514225,0.565711,0.191440,-0.802073,50.00,False
25.039473,5.822567,-90.122436,0.564349,0.185071,-0.804524,50.00,False
29.137962,5.788859,-90.059261,0.584047,0.178329,-0.791889,200.00,True
29.137962,5.788859,-90.059261,0.584047,0.178329,-0.791889,50.00,False
29.207170,5.802451,-87.408187,0.597888,0.181048,-0.780866,50.00,False
29.207170,5.802451,-84.812229,0.597888,0.181048,-0.780866,50.00,False
29.237880,5.786550,-82.196241,0.604030,0.177867,-0.776859,50.00,False
29.440374,5.873144,-79.412216,0.644529,0.195186,-0.739246,50.00,False
29.662286,6.054917,-76.577601,0.688911,0.217275,-0.691515,50.00,False
29.858889,6.188586,-73.726170,0.728232,0.244009,-0.640420,50.00,False
29.901200,7.333161,-71.082275,0.736694,0.243582,-0.630832,50.00,False
29.792608,7.178613,-68.662246,0.714976,0.212672,-0.666018,50.00,False
29.628447,7.246508,-66.258006,0.682144,0.196354,-0.704361,50.00,False
29.341863,7.065950,-63.960954,0.624827,0.160242,-0.764143,50.00,False
29.095617,7.049990,-61.556905,0.575578,0.157051,-0.802524,50.00,False
28.936874,7.906132,-59.013589,0.543829,0.207835,-0.813052,50.00,False
28.926707,8.565243,-56.438943,0.541796,0.196097,-0.817315,50.00,False
28.926707,8.590028,-53.842985,0.541796,0.196097,-0.817315,50.00,False
28.760575,10.017932,-50.659463,0.508569,0.501632,-0.699802,50.00,False
27.930628,11.628521,-46.992602,0.342580,0.804246,-0.485621,50.00,False
28.120771,11.822618,-44.157013,0.380608,0.814592,-0.437695,50.00,False
27.353219,13.681004,-41.920430,0.227098,0.829919,-0.509570,50.00,False
27.245576,13.956795,-40.098784,0.205569,0.718520,-0.664432,50.00,False
27.253505,15.146593,-37.392281,0.207155,0.737908,-0.642323,50.00,False
27.200730,16.557008,-33.614351,0.196600,0.892508,-0.405928,50.00,False
27.042771,18.621505,-30.205435,0.165008,0.955803,-0.243337,50.00,False
26.990998,19.703333,-26.932900,0.154654,0.982046,-0.108021,50.00,False
26.995943,20.225677,-23.897757,0.155643,0.987607,-0.020184,50.00,False
26.722655,20.257302,-20.982895,0.100985,0.993932,0.043597,50.00,False
26.625247,20.484594,-18.322422,0.081504,0.995070,0.056500,50.00,False
26.653887,20.692700,-16.126620,0.087232,0.995910,-0.023531,50.00,False
26.545272,21.131674,-13.970023,0.065509,0.991614,-0.111403,50.00,False
26.560247,21.624426,-11.469508,0.068504,0.989080,-0.130492,50.00,False
26.590628,21.606858,-8.980970,0.074580,0.985566,-0.151976,50.00,False
26.615586,22.147513,-6.341476,0.079571,0.986480,-0.143268,50.00,False
26.650829,22.651107,-3.566613,0.086620,0.990426,-0.107487,50.00,False
26.491587,22.690373,-0.537989,0.054772,0.998279,-0.020954,50.00,False
26.584941,22.684190,2.275934,0.073442,0.997042,0.022639,50.00,False
26.586535,22.389250,5.109184,0.073761,0.994809,0.070098,50.00,False
26.540872,22.118274,7.642142,0.064629,0.996252,0.057498,50.00,False
26.497140,21.965349,10.034987,0.055882,0.998295,0.016875,50.00,False
26.512701,21.526411,12.488205,0.058994,0.998190,-0.011673,50.00,False
26.525921,21.504957,14.969918,0.061638,0.997501,-0.034521,50.00,False
26.568075,21.504708,17.805694,0.070069,0.997452,0.013442,50.00,False
26.679912,21.456758,20.958644,0.092437,0.987861,0.124841,50.00,False
26.556365,21.345166,24.001996,0.067727,0.974413,0.214320,50.00,False
26.614775,21.261987,26.810559,0.079409,0.963186,0.256841,50.00,False
26.528645,19.681666,29.780238,0.062183,0.941374,0.331585,50.00,False
26.660201,18.711816,32.537233,0.088495,0.927267,0.363792,50.00,False
26.666343,17.726464,35.623468,0.089723,0.882409,0.461848,50.00,False
26.825600,16.042743,38.348773,0.121574,0.864495,0.487718,50.00,False
26.935117,14.115354,41.118549,0.143478,0.840492,0.522481,50.00,False
27.055718,13.196575,43.962749,0.167598,0.802856,0.572130,50.00,False
27.199988,12.637989,46.996977,0.196452,0.725322,0.659784,50.00,False
27.198282,12.347646,49.800680,0.196111,0.685327,0.701333,50.00,False
27.226334,10.980781,52.774668,0.201721,0.596384,0.776939,50.00,False
27.226334,10.797678,55.370625,0.201721,0.596384,0.776939,50.00,False
27.309524,10.114451,58.385837,0.218359,0.459739,0.860790,50.00,False
27.489325,8.826721,61.204042,0.254319,0.340387,0.905239,50.00,False
27.543952,7.687847,63.949250,0.265245,0.235059,0.935089,50.00,False
27.632098,7.683153,66.520485,0.282874,0.234121,0.930145,50.00,False
27.632098,7.598533,69.116443,0.282874,0.234121,0.930145,50.00,False
27.762329,7.128588,71.765215,0.308920,0.140132,0.940708,50.00,False
31.541615,7.445255,71.792149,0.264777,0.186541,0.946095,200.00,True
31.541615,7.445255,71.792149,0.264777,0.186541,0.946095,50.00,False
31.545949,7.618481,69.157492,0.265644,0.221186,0.938355,50.00,False
31.448589,8.110422,66.444887,0.246172,0.319574,0.915025,50.00,False
31.367274,8.208076,63.834914,0.229909,0.339105,0.912222,50.00,False
31.351500,9.731760,61.016570,0.226754,0.442268,0.867745,50.00,False
31.396325,10.405563,58.303106,0.235719,0.481341,0.844244,50.00,False
31.396325,10.405563,55.707149,0.235719,0.481341,0.844244,50.00,False
31.383140,10.771835,53.046138,0.233082,0.504702,0.831233,50.00,False
31.267259,11.953107,50.198465,0.209906,0.588345,0.780890,50.00,False
31.283993,12.638704,47.150058,0.213253,0.691282,0.690400,50.00,False
31.201431,13.087329,44.302046,0.196741,0.742770,0.639989,50.00,False
30.955790,13.449907,41.305787,0.147612,0.815285,0.559929,50.00,False
30.734077,15.659433,38.423150,0.103270,0.858333,0.502593,50.00,False
30.647415,16.605952,35.755113,0.085937,0.868503,0.488177,50.00,False
30.708442,18.265836,32.731707,0.098143,0.910061,0.402687,50.00,False
30.717017,19.047440,29.943521,0.099858,0.925935,0.364242,50.00,False
30.614270,20.852070,26.834389,0.079308,0.961911,0.261607,50.00,False
30.596908,21.060700,24.042044,0.075836,0.972018,0.222329,50.00,False
30.674229,21.376953,21.025727,0.091300,0.986179,0.138257,50.00,False
30.556567,21.460682,17.642374,0.067768,0.997516,-0.019222,50.00,False
30.539188,21.462106,15.061852,0.064292,0.997801,-0.016135,50.00,False
30.511586,21.343107,12.511524,0.058772,0.998247,-0.007009,50.00,False
30.501242,21.389304,10.054115,0.056703,0.998176,0.020701,50.00,False
30.515348,21.690691,7.543720,0.059524,0.997510,0.037813,50.00,False
30.546079,21.685567,5.018688,0.065670,0.996486,0.051999,50.00,False
30.504372,21.964692,2.260646,0.057329,0.998163,0.019582,50.00,False
30.481548,22.207963,-0.476245,0.052764,0.998570,-0.008605,50.00,False
30.624213,21.942385,-3.414765,0.081297,0.993702,-0.077118,50.00,False
30.611441,21.619737,-6.284196,0.078743,0.988142,-0.131812,50.00,False
30.579172,21.617214,-8.916549,0.072289,0.987638,-0.139091,50.00,False
30.582229,21.255489,-11.472859,0.072900,0.988677,-0.131162,50.00,False
30.578687,20.899604,-13.981419,0.072192,0.990891,-0.113682,50.00,False
30.578173,20.203153,-16.288390,0.072089,0.995831,-0.055885,50.00,False
30.743056,20.259597,-18.665613,0.105066,0.994391,-0.012138,50.00,False
30.859871,20.179843,-21.365904,0.128428,0.991169,-0.033005,50.00,False
30.894085,19.735453,-24.137035,0.135271,0.988470,-0.068040,50.00,False
31.002711,18.691413,-27.254822,0.156997,0.972434,-0.172406,50.00,False
30.994886,16.769527,-30.582442,0.155431,0.935012,-0.318738,50.00,False
31.519885,15.396524,-34.089368,0.260431,0.825374,-0.500932,50.00,False
31.341253,13.888338,-37.544905,0.224705,0.704829,-0.672848,50.00,False
31.513794,12.910906,-40.226149,0.259213,0.675899,-0.689905,50.00,False
31.536541,12.455342,-42.014268,0.263763,0.807025,-0.528337,50.00,False
32.323442,11.407322,-44.649482,0.421143,0.731533,-0.536189,50.00,False
32.864354,10.071604,-47.606708,0.529325,0.591281,-0.608442,50.00,False
